	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
810	Ly's Vietnamese Cuisine	1779 Lombard St,San Francisco,CA,94123	Vietnamese	$11-30	4.5	457	11:00 am - 3:00 pm,4:30 pm - 9:00 pm	Closed	11:00 am - 3:00 pm,4:30 pm - 9:00 pm	11:00 am - 3:00 pm,4:30 pm - 9:00 pm	11:00 am - 3:00 pm,4:30 pm - 9:00 pm	11:00 am - 9:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	No	Yes
811	Mourad Restaurant	140 New Montgomery St,Ste 1,San Francisco,CA,94105	Moroccan,Venues & Event Spaces,Bars	$31-60	4.0	1065	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	No	Free	Yes	Garage, Street	NULL	Yes	No	No	No
812	Henry's Hunan Restaurant	110 Natoma St,San Francisco,CA,94105	Chinese	$11-30	3.5	456								Yes	No	Yes	Street	NULL	Yes	No	No	Yes
813	Marnee Thai	2225 Irving St,San Francisco,CA,94122	Thai	$11-30	4.0	1798	11:30 am - 3:30 pm,4:30 pm - 9:30 pm	Closed	11:30 am - 3:30 pm,4:30 pm - 9:30 pm	11:30 am - 3:30 pm,4:30 pm - 9:30 pm	11:30 am - 3:30 pm,4:30 pm - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:30 pm	No	No	Yes	Street, Private Lot	NULL	Yes	No	No	Yes
814	Orenchi Beyond	174 Valencia St,San Francisco,CA,94103	Ramen,Noodles	$11-30	4.0	646	11:30 am - 1:30 pm,6:00 pm - 10:00 pm	11:30 am - 1:30 pm,6:00 pm - 9:30 pm	11:30 am - 1:30 pm,6:00 pm - 10:00 pm	11:30 am - 1:30 pm,6:00 pm - 9:30 pm	11:30 am - 1:30 pm,6:00 pm - 10:00 pm	11:30 am - 1:30 pm,6:00 pm - 10:00 pm	11:30 am - 1:30 pm,6:00 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
815	Frances	3870 17th St,San Francisco,CA,94114	American (New),Desserts,Wine Bars	$31-60	4.5	1507	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	No	No	No
816	Sam Wo Restaurant	713 Clay St,San Francisco,CA,94108	Chinese	Under $10	4.0	1060	11:00 am - 3:00 pm	Closed	11:00 am - 3:00 pm,6:00 pm - 11:00 pm	11:00 am - 3:00 pm,6:00 pm - 11:00 pm	11:00 am - 3:00 pm,6:00 pm - 12:00 am	12:00 pm - 4:00 pm,6:00 pm - 12:00 am	12:00 pm - 4:00 pm	Yes	No	No	Garage, Street, Private Lot	NULL	Yes	No	No	Yes
817	Pacific Cafe	7000 Geary Blvd,San Francisco,CA,94121	Seafood	$11-30	4.0	744	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	No	No	No	Street	Yes	Yes	Yes	Yes	No
818	BIX	56 Gold St,San Francisco,CA,94133	American (Traditional)	$31-60	4.0	1825	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 11:00 pm	11:30 am - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 10:00 pm	No	No	Yes	Valet, Street	NULL	Yes	No	No	No
819	What The Cluck	1782 Haight St,San Francisco,CA,94117	Thai,Chicken Shop	$11-30	4.5	163	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	Yes	No	No	Street	NULL	Yes	Yes	Yes	Yes
820	New Fortune Restaurant	815 Stockton St,San Francisco,CA,94108	Chinese	Under $10	4.5	87	Closed	10:30 am - 7:30 pm	10:30 am - 7:30 pm	10:30 am - 7:30 pm	10:30 am - 7:30 pm	10:30 am - 7:30 pm	10:30 am - 3:30 pm	No	Free	Yes	NULL	NULL	Yes	No	No	Yes
821	Rich Table	199 Gough St,San Francisco,CA,94102	American (New),Cocktail Bars,Wine Bars	$31-60	4.0	1216	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	No	Free	Yes	Street	NULL	Yes	No	NULL	No
822	M.Y. China	845 Market St,Fl 4, Ste 480,San Francisco,CA,94103	Chinese,Noodles	$11-30	3.5	1668	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:00 pm	Yes	Free	Yes	Valet, Validated	Yes	Yes	No	No	Yes
823	Che Fico Alimentari	834 Divisadero St,San Francisco,CA,94117	Italian	$31-60	4.0	55	5:30 pm - 9:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 10:00 pm	No	Free	Yes	Street	NULL	Yes	NULL	NULL	NULL
824	Iza Ramen Lower Haight	237 Fillmore St,San Francisco,CA,94117	Ramen,Noodles,Izakaya	$11-30	4.0	717	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	No	Free	No	Street	NULL	Yes	No	No	No
825	Mela Tandoori Kitchen	536 Golden Gate Ave,San Francisco,CA,94102	Indian,Pakistani,Halal	$11-30	4.0	586	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed	Yes	Free	Yes	Garage, Street	Yes	Yes	No	No	Yes
826	Mi Lindo Perú	3226 Mission St,San Francisco,CA,94110	Peruvian	$11-30	4.0	727	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	12:00 pm - 4:00 pm,5:00 pm - 9:30 pm	12:00 pm - 4:00 pm,5:00 pm - 9:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
827	District San Francisco	216 Townsend St,San Francisco,CA,94107	Wine Bars,Tapas/Small Plates,Whiskey Bars	$11-30	4.0	1152	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 12:00 am	5:00 pm - 11:00 pm	11:00 am - 2:30 pm	Yes	No	Yes	Street, Private Lot	NULL	Yes	Yes	NULL	Yes
828	Le Soleil	133 Clement St,San Francisco,CA,94118	Vietnamese	$11-30	4.0	525	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	Yes	Free	Yes	Street	NULL	Yes	No	NULL	Yes
829	Um Ma Son	5850 Geary Blvd,San Francisco,CA,94121	Korean	$11-30	4.0	395	Closed	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	No	No	Yes	Street	NULL	Yes	No	NULL	Yes
830	Nojo Ramen Tavern	231 Franklin St,San Francisco,CA,94102	Ramen,Izakaya	$11-30	4.0	854	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 2:30 pm,4:00 pm - 7:00 pm	No	Free	No	Street	NULL	Yes	No	No	No
831	Papito Hayes	425 Hayes St,Ste A,San Francisco,CA,94102	Mexican	$11-30	4.0	703	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:00 pm	No	No	No	Street	Yes	Yes	Yes	NULL	Yes
832	Berber	1516 Broadway,San Francisco,CA,94109	Mediterranean,Moroccan,Lounges	$11-30	4.5	246	Closed	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	11:00 am - 3:00 pm,5:00 pm - 12:00 am	Yes	Free	Yes	Street	Yes	Yes	No	NULL	Yes
833	Ryoko's	619 Taylor St,San Francisco,CA,94102	Sushi Bars,Japanese	$11-30	4.0	2994	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	No	No	No	Street	NULL	Yes	No	No	No
834	Super Duper Burgers	721 Market St,San Francisco,CA,94103	Burgers,American (Traditional)	$11-30	4.0	2772	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:30 pm	10:30 am - 11:00 pm	10:30 am - 10:00 pm	No	Free	No	Street	NULL	Yes	No	Yes	Yes
835	KUSAKABE	584 Washington St,San Francisco,CA,94111	Sushi Bars,Japanese	Above $61	4.5	902	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	Closed	No	Free	Yes	Street	NULL	Yes	No	No	No
836	Street Taco	1607 Haight St,San Francisco,CA,94117	Mexican	$11-30	4.0	592	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	No	Street	NULL	Yes	No	NULL	Yes
837	Le P'tit Laurent	699 Chenery St,San Francisco,CA,94131	French	$31-60	4.0	768	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	No	NULL	Yes
838	Piqueo's	830 Cortland Ave,San Francisco,CA,94110	Latin American,Peruvian	$31-60	4.0	655	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:30 pm	No	Free	Yes	Street	NULL	Yes	No	NULL	Yes
839	Trailblazer Tavern	350 Mission St,San Francisco,CA,94105			4.0	333	12:00 pm - 7:00 pm	12:00 pm - 7:00 pm	12:00 pm - 7:00 pm	12:00 pm - 7:00 pm	12:00 pm - 7:00 pm	10:00 am - 2:30 pm,5:00 pm - 9:30 pm	Closed	Yes	Free	Yes	Street, Private Lot, Validated	Yes	Yes	No	NULL	Yes
840	Bistro Aix	3340 Steiner St,San Francisco,CA,94123	French,Italian,American (New)	$11-30	4.0	665	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	No	No
841	Sugarhill Kitchen	1449 Lombard St,San Francisco,CA,94123	American (New)	$11-30	4.0	82	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	Yes	Free	Yes	Street	NULL	Yes	NULL	NULL	Yes
842	Pinche Sushi	564 S Van Ness Ave,San Francisco,CA,94110			5.0	15	Closed	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	Closed	No	NULL	Yes	NULL	NULL	Yes	NULL	NULL	No
843	Oasis Grill	91 Drumm St,San Francisco,CA,94111	Mediterranean,Desserts,Salad	$11-30	4.0	1245	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	Yes	No	No	Street	NULL	Yes	No	NULL	Yes
844	Chang's Kitchen	1030 Irving St,San Francisco,CA,94122	Chinese,Asian Fusion	$11-30	4.0	574	11:00 am - 9:30 pm	Closed	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
845	Mac Daddy	1453 18th St,San Francisco,CA,94107	American (Traditional),Salad,Breakfast & Brunch	$11-30	4.0	545	Closed	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	10:30 am - 3:30 pm,4:30 pm - 10:00 pm	10:30 am - 3:30 pm,4:30 pm - 10:00 pm	Yes	No	No	Street	Yes	Yes	No	No	Yes
846	Piccino	1001 Minnesota St,San Francisco,CA,94107	Italian,Pizza,Coffee & Tea	$11-30	4.0	1411	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 9:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 9:00 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
847	Sons & Daughters	708 Bush St,San Francisco,CA,94108	American (New)	Above $61	4.0	684	Closed	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	No
848	Perilla	836 Irving St,San Francisco,CA,94122	Vietnamese	$11-30	4.0	1288	11:00 am - 9:00 pm	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
849	Good Luck Dim Sum	736 Clement St,San Francisco,CA,94118	Dim Sum	Under $10	4.0	1608	7:00 am - 6:30 pm	Closed	7:00 am - 6:30 pm	7:00 am - 6:30 pm	7:00 am - 6:30 pm	7:00 am - 6:30 pm	7:00 am - 6:30 pm	No	No	No	Street	NULL	No	No	No	Yes
850	NOVY Restaurant	4000 24th St,San Francisco,CA,94114	Mediterranean,Greek,Breakfast & Brunch	$11-30	4.0	421	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:30 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	Yes	Free	Yes	Street	NULL	Yes	No	No	Yes
851	Frisco Fried	5176 3rd St,San Francisco,CA,94124	Soul Food,Seafood,Southern	$11-30	4.0	416	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 7:00 pm	No	Free	No	Street	NULL	Yes	No	NULL	Yes
852	Shake Shack	3060 Fillmore St,San Francisco,CA,94123	Burgers	$11-30	2.5	151	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	Yes	NULL	No	Street	NULL	Yes	Yes	NULL	Yes
853	Amami Sushi Bistro	4435 Mission St,San Francisco,CA,94112			4.5	26	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	Closed	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	Yes
854	My Tofu House	4627 Geary Blvd,San Francisco,CA,94118	Korean	$11-30	4.0	1653	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	No	No	No	Street	Yes	Yes	No	No	Yes
855	E&O Kitchen and Bar	314 Sutter St,San Francisco,CA,94108	Asian Fusion,Venues & Event Spaces	$11-30	4.0	1061	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	5:00 pm - 9:30 pm	No	Free	Yes	Garage, Street	Yes	Yes	No	Yes	Yes
856	5A5 Steak Lounge	244 Jackson St,San Francisco,CA,94111	Steakhouses,Bars	$31-60	4.0	2222	Closed	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	Free	Yes	Street	NULL	Yes	No	No	Yes
857	Lavash	511 Irving St,San Francisco,CA,94122	Persian/Iranian,Wine Bars	$11-30	4.0	1339	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	Yes	No	Yes	Street	NULL	Yes	Yes	No	Yes
858	Luke's Lobster SoMa	92 2nd St,San Francisco,CA,94105	Seafood	$11-30	3.5	400	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	12:00 pm - 7:00 pm	12:00 pm - 7:00 pm	Yes	No	Yes	Garage, Street	Yes	Yes	No	Yes	Yes
859	The Ramp	855 Terry Francois St,San Francisco,CA,94158	Dive Bars,American (Traditional),Seafood	$11-30	3.5	1084	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	10:30 am - 9:00 pm	10:30 am - 9:00 pm	No	Free	No	Street, Private Lot	NULL	Yes	No	NULL	Yes
860	Sanraku	704 Sutter St,San Francisco,CA,94109	Japanese,Sushi Bars,Asian Fusion	$11-30	4.0	1715	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	4:00 pm - 10:00 pm	No	No	Yes	Garage, Street, Private Lot	NULL	Yes	No	No	Yes
861	Palette Tea House	900 N Point St,Ste B-201A,San Francisco,CA,94109			4.0	575	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm	Yes	Free	Yes	Garage, Street, Validated	Yes	Yes	No	NULL	Yes
862	Tataki	2827 California St,San Francisco,CA,94115	Sushi Bars,Bars	$11-30	4.0	1281	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	Yes	Yes	No	No	Yes
863	Trestle	531 Jackson St,San Francisco,CA,94133	American (New)	$31-60	4.5	881	5:30 pm - 9:45 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 9:30 pm	No	No	Yes	Garage, Street, Private Lot	NULL	Yes	No	No	No
864	Rooster & Rice	2211 Filbert St,San Francisco,CA,94123	Chicken Shop,Thai	$11-30	4.5	442	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 8:00 pm	11:00 am - 7:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
865	707 Sutter	707 Sutter St,San Francisco,CA,94109	Korean	$11-30	4.0	711	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	5:00 pm - 12:00 am	No	No	Yes	Street	Yes	Yes	No	No	Yes
866	Hogwash	582 Sutter St,San Francisco,CA,94102	Gastropubs,Beer Bar	$11-30	4.5	1056	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	5:00 pm - 10:00 pm	No	No	No	Street	Yes	Yes	No	No	Yes
867	Marcella's Lasagneria	1099 Tennessee St,San Francisco,CA,94107	Italian	$11-30	4.5	373	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	Closed	Closed	NULL	No	Yes	Street	NULL	Yes	Yes	No	Yes
868	Blue Plate	3218 Mission St,San Francisco,CA,94110	American (Traditional),Comfort Food,Wine Bars	$31-60	4.0	1423	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 9:30 pm	Yes	No	Yes	Street	NULL	Yes	No	NULL	Yes
869	The Commissary	101 Montgomery St,San Francisco,CA,94129	Spanish,American (New)	$31-60	3.5	354	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:30 pm	5:30 pm - 9:30 pm	Closed	No	Free	Yes	Street	Yes	Yes	NULL	NULL	Yes
870	Shizen Vegan Sushi Bar & Izakaya	370 14th St,San Francisco,CA,94103	Sushi Bars,Vegan,Izakaya	$11-30	4.5	1629	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	Yes	Yes	No	No	No
871	Volcano	5454 Geary Blvd,San Francisco,CA,94121	Japanese Curry	Under $10	4.0	1151	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
872	Dumpling Alley	2512 Clement St,San Francisco,CA,94121	Chinese	$11-30	4.0	119	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	No	No	NULL	Street	NULL	Yes	NULL	NULL	Yes
873	Octavia	1701 Octavia St,San Francisco,CA,94109	American (New)	$31-60	4.0	577	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	No	No	No
874	YH-Beijing	500 Haight St,San Francisco,CA,94117	Chinese	$11-30	4.5	61	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Yes	NULL	Yes	Street	NULL	Yes	NULL	NULL	Yes
875	Udon Mugizo	1581 Webster St,Ste 217,Japan Center,San Francisco,CA,94115	Japanese,Noodles,Desserts	$11-30	4.0	834	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	Yes	No	Yes	Garage, Street, Private Lot	NULL	Yes	No	No	Yes
876	Barnzu	711 Geary St,San Francisco,CA,94109	Korean,Asian Fusion,Tapas Bars	$11-30	4.5	227	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	Yes	NULL	Yes
877	Pizzetta 211	211 23rd Ave,San Francisco,CA,94121	Pizza,Salad,Bars	$11-30	4.5	1263	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	Closed	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:00 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
878	Oren's Hummus	71 3rd St,San Francisco,CA,94103	Mediterranean,Middle Eastern	$11-30	4.0	611	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	Yes	Free	Yes	Garage, Street	Yes	Yes	No	NULL	Yes
879	Capo's by Tony Gemignani	641 Vallejo St,San Francisco,CA,94133	Italian,Pizza,Whiskey Bars	$11-30	4.5	814	Closed	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 10:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
880	Sweet Maple	2101 Sutter St,San Francisco,CA,94115	American (Traditional),Breakfast & Brunch,Burgers	$11-30	4.0	3668	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 3:00 pm	8:00 am - 3:00 pm	No	Free	No	Street	Yes	Yes	No	No	Yes
